"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"INMT",2.06887340879105,-0.310019451380582,0.983964538963711,-0.315071772512338,0.752707160093715,0.858495384444653
"ERCC1",131.695662871777,-0.0659842937037118,0.122927523028241,-0.536773963049373,0.591423758780739,0.741913264831818
"GPRC5A",7.67365242060325,0.665336609538461,0.484209970393785,1.37406631465555,0.169421095911377,0.323335933632054
"HEBP1",2.57419055451271,0.973461323046249,0.944450434979132,1.03071721605778,0.302673448972612,0.482404374739399
"DNASE1L1",112.688542804204,-0.210309591164447,0.155842765660265,-1.34949858130033,0.177176875716218,0.333253793757552
"COX15",252.748863648178,-0.458274508537694,0.10611479798501,-4.31866730408733,1.56974203569888e-05,0.000118279034174603
"RGPD5",0.991308128078153,2.43317735401685,3.07120784059197,0.792254214077501,0.42821246289544,0.604154214821
"XYLT2",337.221731008464,-0.780116303815071,0.123889288702825,-6.29688257946456,3.03691147482215e-10,5.32675044452923e-09
"FTSJ1",18.9318210582559,-0.878995830561107,0.624548792586992,-1.40740938257226,0.159306030607697,0.308999852740439
"RALBP1",57.8672578042444,4.97789744521414,1.8861366968022,2.63920290276616,0.00831012268272822,0.0290706876615257
"PSD",8.67032958191978,-0.0165211806993288,1.0789003417859,-0.0153129812453126,0.987782486161865,0.995312295934716
"SYT13",18.2592310813487,-0.51609932116507,0.45984727029231,-1.12232768248684,0.261723140176611,0.43746225774141
"SNAI2",46.8790016075483,2.43676106014307,0.290673556199677,8.38315356925396,5.15281767716866e-17,2.01499986446561e-15
"VDAC3",1014.90434314974,-0.0235619036814155,0.0604970807371511,-0.389471746310994,0.696927207176309,0.820571747514651
"RTF2",821.741944795135,-0.296366197616745,0.0875558418883149,-3.38488205041517,0.000712088460508539,0.00349810288571526
"SLC45A4",64.9156080824748,0.838057859189735,0.264745866034854,3.16551820710736,0.00154806973072885,0.00683388377453824
"RB1CC1",615.984517840536,0.295981536792434,0.202682334876376,1.46032231655987,0.144201511520479,0.288403023040959
"AKAP11",2223.64594436485,0.254156104271262,0.05037682699219,5.0450994920872,4.53285438380986e-07,4.64870147950307e-06
"STRAP",212.838275657667,0.336661227735416,0.40694735566305,0.827284470707237,0.408075843592764,0.586947628713087
"PIGQ",49.4621734274144,-0.421661309613229,0.311037573397286,-1.35566036285476,0.17520725637843,0.330811238824764
"RNASET2",324.702839160696,-0.801306158978544,0.230019863179022,-3.48363896884373,0.000494646247256349,0.00255542544802644
"B4GALT7",255.764845058297,-0.0651647695372886,0.154286634828072,-0.42236172698889,0.672761009277499,0.804190593355265
"SLC39A9",88.9150559995104,0.932425612488884,1.4768255041933,0.63137155326838,0.527797611488263,0.690982381352806
"FAM13B",493.148746996061,0.983998212192287,0.0806960300495654,12.1938862616648,3.35053541928616e-34,5.19671808177821e-32
"RANBP3",616.86095299785,-0.0408483943909969,0.216938738528733,-0.188294606431422,0.850645713180606,0.919091532932458
"CHPF2",1099.9909894841,0.772512888465911,0.0925893614334638,8.34343035210424,7.21659515499612e-17,2.77487129580965e-15
"GABARAPL2",645.221196213879,-0.0299409027365413,0.0746040954676262,-0.401330550941856,0.688176773447207,0.814436915351959
"FAM136A",720.047416140254,0.0906702646077112,0.105070325097494,0.862948358859448,0.388165860585585,0.568996659182692
"NSMAF",358.34019249707,-0.50582014037495,0.143325282966548,-3.52917594094692,0.00041685589111951,0.00220217325718091
"TTC17",234.790006212032,0.89161149173047,0.101484500322261,8.78569130161931,1.554058314788e-18,6.9650068108226e-17
"HOXC8",4.23379367113681,2.29789043243919,0.808857633481831,2.84090838402257,0.00449852338404911,0.0171825170983437
"MRI1",866.927746908168,-0.290022724505696,0.0718129838286067,-4.03858340154592,5.37749736794372e-05,0.00035670818677124
"BOD1L1",740.17033414818,0.192307393925309,0.0926637517236029,2.07532492855375,0.0379564305816528,0.102856412985696
"TARBP1",272.208151277587,-0.197663188147321,0.098013711436174,-2.01668914737545,0.0437279631880201,0.115568411295019
"RIPOR1",1534.83402322637,-0.585310758558797,0.104819283273518,-5.583998862418,2.35050242438335e-08,3.04946761900261e-07
"RTN4R",12.9308087138627,1.87087275016701,1.2890207965152,1.45139066431264,0.146671107850204,0.29170002641963
"PSMA4",20.0523970034779,1.02110914514893,0.320942096181692,3.18159928939598,0.00146464309159949,0.00651141167035084
"RIPOR3",3.15443701725242,3.9478714035973,1.61909604709941,2.43831822742687,0.0147557777026977,0.0473694780018694
"SPATA7",1.31595545813322,-3.84404151965272,3.02504208896516,-1.2707398464554,0.203821214958107,0.367255978499113
"CTNS",42.5618512441539,0.930211700586184,0.327416091397207,2.84106897928145,0.00449625858147801,0.0171786198335794
"LCP2",1.92473488908888,4.07653804658872,1.30792070530655,3.11680825148591,0.00182820440660081,0.00787411345669814
"GOPC",771.094730241908,-0.0263900886503335,0.0773594526683372,-0.341135927673578,0.73300125531774,0.846369663605695
"TNFRSF17",275.70717348397,-0.3470712350024,0.100151222753381,-3.46547176819849,0.000529302095421955,0.00271314003906597
"MRPS10",662.76601061355,-0.175131761547762,0.121931004978067,-1.4363185276728,0.15091172431297,0.297512916654703
"GRN",4688.22133545935,-0.0715150165027918,0.160753853162012,-0.444872798356611,0.656411681422452,0.791363043699172
"THAP3",229.9586217236,-0.113737566378045,0.113338530145144,-1.00352074649627,0.315609672081458,0.496396723134865
"VAMP3",373.808219439392,0.200798033284777,0.086931083654332,2.30985310252452,0.0208962882085402,0.0633404397081003
"RCN1",83.8033514269344,0.328828332149838,0.144758201195676,2.27156962046901,0.0231125175201578,0.0688487682020411
"RFC2",905.893682278464,-0.221322164907576,0.0670579829999102,-3.30045961728184,0.000965266040144025,0.00454917460503521
"PPP1R3F",75.4063484091464,-0.188020660194776,0.199974488462127,-0.940223233677054,0.347103066631089,0.52704775413378
"NFE2L3",1064.05108651891,-0.108526522028529,0.0708730564735516,-1.53128039664875,0.125700108324852,0.261162597127673
"TNIP3",1.99901563850422,3.28740244763813,1.52083271076759,2.16158057645862,0.0306505199583118,0.0865588742848887
"SIKE1",416.130378041248,0.10562855522457,0.141958720613468,0.744079368763689,0.456828459982747,0.630038971086207
"FAM168A",635.231704158133,-0.0526838847390837,0.105792887471423,-0.497990800688891,0.618490526184493,0.762493812936567
"RELT",471.225877196325,-0.13546844743924,0.0784275847134289,-1.72730612493341,0.084112699771917,0.19277630875835
"CDC27",955.70245293284,0.326852947898401,0.0875607843390532,3.7328691190426,0.00018931097610578,0.0010970817439816
"YIPF1",409.227637249016,-0.0805307941918397,0.0800941459407965,-1.00545168745998,0.314679401885021,0.495492504046668
"ADCK2",846.508915959598,-0.156463321148647,0.125426713073939,-1.24744814971283,0.212233220893478,0.378119176718324
"CTDP1",183.454082000614,-0.0324266813961925,0.237031997648685,-0.136802970560343,0.891186535554542,0.941483491016854
"STYK1",91.1339427104857,0.0392917760789972,0.138091384157032,0.284534595107802,0.776000726052869,0.872732118497133
"GNA11",625.268975609731,0.324933402792213,0.0901953536864558,3.60255145649489,0.000315108997946007,0.00171995437233953
"PIGV",59.1760596827367,0.0350533090371014,0.929742708183169,0.0377021607468155,0.969925153196436,0.985561046354332
"HDAC7",2853.49548219485,-1.25035954907811,0.151159763227865,-8.27177499076435,1.31979207312631e-16,4.91062258151902e-15
"MRPS35",605.594666183645,-0.34038138022152,0.102134453974452,-3.33267929651499,0.000860140281449642,0.00410843475610064
"APPBP2",577.548798889697,0.291870534955141,0.090723472125012,3.21714467181062,0.00129473293691567,0.00585983392169964
"RPL18",2065.23901640804,-0.479800586775311,0.568190973362643,-0.844435426236669,0.398426133088847,0.578386196356972
"CA11",11.4304281601475,0.464201398118428,0.502996047392242,0.922872854617959,0.35607346838346,0.535896004967868
"ISOC2",268.632736391661,-0.278591647250634,0.151924945707277,-1.83374524804776,0.0666918185579772,0.161087290179233
"EPN1",8822.1410427733,-0.311667992598484,0.11537862037884,-2.70126295127414,0.00690767017533711,0.0248704953313389
"CD22",6150.90440054545,-1.24022523797541,0.128930010120674,-9.61936818910196,6.62367528608444e-22,4.11861322743737e-20
"ZFY",90.4582737849556,0.185836323446856,0.25937980942057,0.716464106678145,0.473704823023312,0.644429030946467
"TRIB2",2720.21520700686,-0.179388070895001,0.0724332624773004,-2.47659797114921,0.013264121591516,0.043285563699595
"OTUD5",201.499187378417,-0.478233057152831,0.917786788623909,-0.521072064972599,0.602316570241918,0.74992134352119
"GPKOW",397.38399461892,-0.302361917608165,0.0762980374849398,-3.96290556841448,7.40430745370189e-05,0.000473848215535006
"AQR",524.132749454336,0.182839658064948,0.0962099609592325,1.90042336824586,0.0573775826688112,0.142844247123139
"MBD3",235.150163756046,0.320840666848232,0.124324328100946,2.58067485060303,0.00986074069278345,0.0336758200205796
"LMCD1",3.30574583302088,1.32172183118634,0.838655712099299,1.57600051143495,0.11502568534725,0.243903926349223
"PSMC4",504.80859992942,0.502682249527904,0.150942786514377,3.33028335527664,0.000867576471179002,0.00414108769299963
"FNDC8",3.06502702267596,0.246886573072907,0.745520219045737,0.331160130558123,0.740523533873815,0.850554954428002
"CAMKK1",8.76024190641822,-0.788634757043539,0.640889348171562,-1.2305318527972,0.218498006629028,0.385943248049533
"FAM50A",15.7579582934172,0.901994465695417,0.556736076266577,1.62014732679821,0.105200633098665,0.228475383778157
"ACAP1",563.790818261243,-0.971818203426298,0.0660346764545052,-14.7167860222021,5.0300454148839e-49,1.87661478127182e-46
"DERL2",194.605805611324,0.587782314296077,0.0889664370449989,6.6067871640041,3.92750043618529e-11,7.63594591846503e-10
"NOX3",1.56021513007661,-0.144175476561237,1.09013901880695,-0.13225421168671,0.894783222938195,0.943805884422621
"ANO8",202.210574751899,0.200313091153927,0.179698165657411,1.11471973250867,0.264970542400929,0.440946759168465
"KDM4B",813.322720090883,-0.222580835374335,0.237368752293792,-0.937700658673245,0.348398265246694,0.52855145108972
"ICAM3",498.752949325468,-0.627757507327302,0.130040598983013,-4.82739630728171,1.38329672449493e-06,1.30163789944976e-05
"CAMSAP3",906.724532256876,-0.324911042769086,0.112196005861167,-2.89592343573386,0.00378044623300927,0.0147624553890976
"CTTNBP2",2.68983018675447,3.27579497873537,2.31317191490109,1.41614851781366,0.156732025360615,0.305626342432255
"CIC",434.752028587288,0.160086242807966,0.098374832685985,1.62730892075786,0.103671504223158,0.226293713519366
"KIF22",3348.41427812191,-0.359997817503324,0.0632265060339432,-5.69378003127453,1.24257151506085e-08,1.70501562563618e-07
"CEACAM1",217.204009075914,0.0778139401883622,0.299093813581576,0.260165662594486,0.794735989733873,0.884788833250368
"YTHDC2",985.755171341525,-0.141433693598445,0.0908901160522381,-1.55609542314984,0.119685403199855,0.251352092769025
"TMEM161A",1.49755038003209,-0.525631263211983,3.01589394737187,-0.174287051330181,0.861639875046282,0.925732190724971
"BCAR1",14.1503827471523,1.26855023751974,0.845016980998694,1.5012127164835,0.133300551913759,0.272281861292917
"FOXJ2",221.254091767848,0.0498284031207596,0.162716701950834,0.306227956462734,0.759431088023549,0.862854439915032
"TNFRSF1A",79.6745225724729,1.16288930019037,0.218917870384352,5.31198891231994,1.08435202543215e-07,1.24529079526335e-06
"GOLGA5",585.679758570609,0.0450541384038881,0.052417392731269,0.859526505541195,0.390050103068415,0.570728389098623
"METTL22",223.578911217725,-0.367509009537874,0.107409324941798,-3.42157452099262,0.000622596604673901,0.00311275752659128
"CELSR3",916.866327770338,-0.201248824593052,0.0645263333520238,-3.11886348004833,0.0018155005923558,0.00782428041738355
"PPP2R5B",307.110220888263,-0.335402843561565,0.155909358141208,-2.15126819557418,0.0314550370690139,0.0883428955647339
"PYGM",36.1560389866565,-1.37841565494577,0.526267503777851,-2.61923003995252,0.00881284957633509,0.0305967242333324
"BCL3",729.756346113526,0.670592056280686,0.247828018293056,2.7058766837562,0.00681243381343304,0.0245981784882631
"KCNAB2",1.74962606503944,-0.0721368409952271,3.01297143421027,-0.0239420925721902,0.98089879887794,0.991094057949867
"PIGB",71.8685039646911,0.122537688404349,0.232997442204274,0.525918599127443,0.598944765617925,0.747476136388196
"NPIPB4",18.0176357231402,-0.100308149917417,0.342329744810634,-0.2930161677096,0.769509793764255,0.868583758036948
"FSTL3",47.5240784657237,0.629293631556569,0.246906861197044,2.54870856364887,0.0108122613708632,0.0363684309192353
"TRIP13",1117.1409247923,0.134022896927192,0.0705126703149611,1.90069240504647,0.057342313940405,0.142840632904856
"P4HA2",243.011706132699,-0.193456558063347,0.235792718119559,-0.820451791752341,0.411958600730674,0.590578099957029
"VASH1",133.638290030508,0.164017854436129,0.15736095706528,1.04230336097974,0.297271054613807,0.476323811710852
"PDCD2",338.329245464983,-0.366317663810099,0.173021459827278,-2.11718051723632,0.0342445302417427,0.0946938091861011
"LLGL2",20.9776344626401,1.88560851894508,0.845782835603939,2.22942396034633,0.0257857094769536,0.0754602360864676
"HSD17B10",1666.96622585035,-0.322182431113295,0.0622347602203354,-5.17688876718803,2.25616636318379e-07,2.44267611587365e-06
"RGS11",4.0679701960886,2.84279535512813,1.69279904874636,1.67934602588147,0.0930846258145322,0.208323634037582
"ST6GAL1",5103.25328657415,-0.357108687173118,0.104223980802105,-3.42635816080734,0.000611733163585414,0.0030662180792059
"TIMM21",63.5851421059023,-0.312357511864591,0.244596150310428,-1.27703363878852,0.201590371464025,0.364521022752083
"REXO1",2005.01246875774,0.0283222043540918,0.0855820527426402,0.330936258788527,0.740692633090337,0.850554954428002
"MKRN2",519.002242982653,0.140622512111793,0.0594670994045327,2.36471113472661,0.0180441388665083,0.0561623314521532
"GPATCH1",286.568131246817,0.104954555185532,0.0835970130275912,1.25548212052615,0.209303794655042,0.374204064424064
"IL4R",4707.13458681975,-0.399321264449134,0.102287922564541,-3.90389455995817,9.4657032535705e-05,0.000590193897110885
"KEAP1",1092.19968680448,-0.113096926566331,0.108849763947306,-1.03901857445535,0.298796097794174,0.477990651750004
"P2RY10",151.852938206171,0.470793193301514,0.176773638084799,2.66325453502108,0.00773888507959303,0.0273566119433296
"NGFR",13.6546827863547,2.56209165545533,0.500514512395291,5.11891581963135,3.07297076190652e-07,3.23564366112567e-06
"NTN1",85.984462254689,-0.125112430006293,0.203831187899101,-0.613804154780401,0.539344751409749,0.699663090730211
"ISOC1",342.689895725438,-0.54641048515787,0.0939180606106346,-5.81794898239198,5.95740771877239e-09,8.60209792363327e-08
"KLF6",1.89631352997268,0.37187202471948,2.41735330910383,0.153834370556839,0.877740332607751,0.934108977821092
"TRO",118.817891716626,1.24681713328347,0.198142300380994,6.29253385514377,3.1232518023276e-10,5.43674248163054e-09
"MNT",1806.40366208991,0.143388883583383,0.111917999250966,1.28119591614434,0.200124860202785,0.362726309117548
"LAPTM4A",621.259567893185,0.420756426276897,0.103522843053976,4.06438244801216,4.81598031799282e-05,0.000323188100678526
"ASNS",501.831983508319,-0.566276418781169,0.31875450158597,-1.77652838144606,0.0756458682576996,0.177799347084843
"PTPN18",4540.23161721276,-0.913976216373116,0.0635870855206663,-14.3736139011445,7.57719088855283e-47,2.61488857563958e-44
"SCT",1.83125544052981,2.5864704186556,1.60069031179701,1.61584686281502,0.106127426612068,0.230053862586838
"ALDH3A2",60.0074516868839,-0.421739335551218,1.77084992052868,-0.238156452820863,0.811759751047103,0.896313870376474
"STK10",3373.79598565128,0.155952583536923,0.0831784750003541,1.87491515727187,0.0608043964895496,0.149749132763915
"ALPK1",22.7343784606316,1.5694264145798,1.54535239147494,1.01557833879034,0.309830224225428,0.490413532302236
"TBX21",2.416201303638,2.09021350960035,1.00393128533297,2.08202846164625,0.0373398700784604,0.101564446613412
"MRPS34",150.188670729156,-0.462769228136639,0.177842400197524,-2.60213103074776,0.00926464472411231,0.0319483276971387
"MAP2K5",1507.93649573037,-0.166979183314974,0.0901844650145095,-1.85152934364149,0.064093437289538,0.155898831328477
"TIGAR",240.429230222848,0.671048078547018,0.150715609699633,4.45241259272596,8.491080879239e-06,6.81855034653957e-05
"MTMR7",6.50775515427409,0.691148122388782,0.51727767859706,1.33612593580934,0.181508114047953,0.338979116621409
"FAM107B",7.36318763089522,4.4100097592477,1.96368048145498,2.2457878462896,0.02471760015862,0.0726889119279061
"CDK13",162.881762762007,0.130113563367257,0.151031393261311,0.861500119661461,0.38896265528733,0.569801601781418
"TRAM2",1127.15047558246,0.48467451272211,0.0680111107528011,7.12640195634723,1.03026563907997e-12,2.45626716439721e-11
"CLDN18",1.42301390289044,2.4220431473507,1.71115986424303,1.4154394326109,0.156939694901537,0.305858470763915
"NDUFB4",1672.52640725782,-0.656782690067843,0.0574239659969339,-11.4374317180202,2.71813041384212e-30,3.07549772398989e-28
"HEATR6",141.296731483228,0.625637792699448,0.205547070971621,3.04376895152073,0.00233634499563388,0.00977596432850261
"ERLEC1",203.781001311643,0.454606917534766,0.180050710888547,2.52488265828715,0.0115736926656579,0.0384600995562689
"TMEM131",3993.92544439588,0.11664879465194,0.0549318444115653,2.12351862387822,0.0337104165543575,0.0934227243758985
"ARPP21",24.6875254886914,-0.115113775294246,0.431284779706219,-0.266908967602934,0.789539251905019,0.881423358940306
"TMEM38A",166.103272258473,0.382470363099215,0.181719756767548,2.10472636494039,0.0353151341108601,0.0970167545045212
"ACTR6",7.04804295106673,-0.332872027523342,1.38206420664895,-0.240851348238333,0.809670330660771,0.894918372673768
"SLC25A3",91.4512252150254,0.138879787161148,0.453974193213649,0.305920004346565,0.759665554426574,0.862938060673504
"DMRT3",1.08192934746242,3.37736971615224,1.67537412290489,2.01588986601768,0.0438114935400106,0.115657650951675
"OSBPL6",2.5647586957968,1.13846518597379,0.893825599712517,1.2736994625573,0.2027699470018,0.365982786141848
"CTSA",5.20324372006153,5.78693214442515,2.67792917223002,2.16097281602341,0.0306974393476284,0.0866559208087245
"ANKRD16",24.6963427847415,0.0484113218777923,0.465028965049056,0.104103884954102,0.917086907865285,0.956608096022672
"GAL3ST2",6.03288445027295,0.241668398754941,0.551386707245751,0.438292029131617,0.661174603314133,0.795368559838631
"BLTP3A",1200.19841375392,0.0513628604565257,0.0453628903504175,1.13226604521361,0.257522600784824,0.432567775764628
"OSTM1",191.117135071999,0.608878798355685,0.137440784713647,4.43011730196582,9.41818446386272e-06,7.48897571078116e-05
"IMPG2",5.77493618970656,0.625473203794322,0.620465968023131,1.00807012153647,0.313420800175753,0.494452654357268
"ACTN1",242.461502194827,1.68373534881463,0.134369076903368,12.5306758639527,5.07285174266961e-36,8.97764685330915e-34
"DELE1",404.937641414325,-0.415766344058984,0.0679949233726665,-6.11466744039481,9.67585288083851e-10,1.56486849902421e-08
"PCDHB4",1.41929506939005,3.28684076035168,1.89722118126582,1.73244996039877,0.0831934792037955,0.191145603683288
"PCDHB2",8.71737526867263,1.7091652848144,0.607855714121533,2.8117943865749,0.00492659850918395,0.0185963264481201
"IFT25",471.045379573999,-0.220251228580067,0.10760349169756,-2.04687808086307,0.0406700567385446,0.108779202328787
"STRADB",160.530736314451,0.215145453291269,0.0922266171265692,2.33279133502218,0.0196590996763494,0.0601574118974421
"FAM135A",9.19123339496303,-0.104657492813789,1.36189735837598,-0.0768468285587906,0.938745397050966,0.968638171691698
"PLOD1",2341.00800197708,-0.573452387930272,0.0852060223354063,-6.7301861090631,1.69446213314499e-11,3.46011172868838e-10
"TDRD3",25.5302395237586,-0.406577466360546,0.653075005560491,-0.622558607968173,0.533574618754021,0.695051810633246
"OXCT1",1858.10707341223,-0.451984680891878,0.0856453419483652,-5.27739945465307,1.31030055261904e-07,1.48135862640075e-06
"ZNF324",212.522080386454,0.366978703905833,0.17206480661453,2.13279351615441,0.0329416683830742,0.0917157705445655
"ZNF416",159.843404625458,0.171921829353833,0.105659624289408,1.62712891049971,0.103709722038951,0.226341344351885
"RPS5",13708.8680581897,-0.479194592996255,0.0563067554741902,-8.51042808204262,1.73292364423815e-17,7.01503753227666e-16
"FAM234B",112.985854055627,-0.60834537259203,0.218576479516872,-2.78321516540426,0.00538230987775995,0.020069531483684
"PILRA",4.45956860636068,1.25601224594565,0.700466847767078,1.79310733969711,0.0729557622641734,0.172859825316624
"RRN3",408.494898780804,0.512589676845529,0.324341231837638,1.58040244819113,0.114014731274541,0.242206732919939
"CHERP",1131.44114849729,0.161678069126652,0.186894320786182,0.865077485749935,0.386996261042168,0.56794560784883
"DIMT1",575.136636203252,-0.116884983938306,0.133257151413251,-0.87713854527647,0.380411390732076,0.561685617463427
"EIF2AK1",6692.1465507262,-0.133403689627226,0.0532571480045331,-2.50489736355899,0.0122486931395334,0.0404219018862214
"MRPL28",383.569669212812,-0.462179270241385,0.12546948920524,-3.68359888263642,0.000229964017157313,0.00130259470366826
"HBQ1",2.23843659140467,4.45505548664827,1.18286487164053,3.76632664766643,0.000165667017669787,0.000972721187543063
"RBM22",1324.60499139025,0.321173777629262,0.0498762118846366,6.43941802100238,1.19932471389876e-10,2.24025417464931e-09
"MAP2",311.842670186167,0.0821719613547388,0.186702481536099,0.440122491563407,0.659848392776301,0.794188439609736
"ZW10",456.801404952127,0.0556296579089903,0.13981014520783,0.397894286042661,0.69070811213344,0.816312909237157
"ITGB4",69.7271975395856,-0.475229598275679,0.425637644698195,-1.11651214171305,0.264202975887114,0.440146980345851
"PPP1R15A",384.683334221151,0.718276564079049,0.180169900152824,3.98666238627979,6.70092708214604e-05,0.000435374204183086
