SRR23199438	SRR23199439	SRR23199440	SRR23199441	SRR23199442	SRR23199443	SRR23199444	SRR23199445	SRR23199446	SRR23199447	SRR23199448	SRR23199449
1	0	0	0	0	0	1	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
12.419	0	15.3484	22.6728	0	0	10.9589	22.0183	4.08597	0	13.5636	10.737
8.88162	2.08708	4.24322	4.93191	5.31597	4.64908	0	0	4.36503	2.36609	9.00481	2.11413
10.0271	14	8.63997	10	6	11.9585	9.17392	10.7438	7.61569	24.4358	24.6265	15.8195
0	44.7091	10.2541	17.4355	67.9695	9.96199	37.5925	0	9.92031	8.76521	40.0658	0
211.357	192.927	198.715	243.082	164.136	223.11	268.084	230.914	248.489	240.773	235.573	212.636
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	1	0	0
1586.9	1720	1599.18	1313.11	1372.23	1107.95	1133.17	1037.95	926.814	566.777	551.383	611.633
0	0	0	0	0	0	2.00652	0	0	0	1.19663	0
3	0	0	0	0	0	0	0	0	0	0	0
126.614	75.8245	65.9692	97.0351	83.7967	153.459	185.93	164.94	150.435	184.836	201.259	191.422
0	0	0	0	0	0	0	0	0	0	0	0.25
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
2	2	0	0	1.1959	1	0	1	7	0	1	0
58.7801	71.9153	45.2632	93.9937	69.3437	72.0089	89.0918	48.6607	62.7974	51.1885	55.6013	35.3275
0	0	0	0	0	0	0	0	0	0	0	0
93.4793	73.6479	104.187	112.94	108.775	152.699	110.46	102.607	113.863	76.0787	126.801	87.7252
3626.32	3726.21	3896.76	3974.17	4189.17	3885.34	3815.6	3596.01	3555.92	4058.39	4164.76	3989.61
0	0	1.06604	0	0	0	0	0	0	0	0	0
73.6195	101.971	137.498	203.109	177.822	83.709	82.6408	103.553	97.9348	129.215	87.6933	149.541
83.6408	77.8345	108.959	120.17	126	126.106	69.903	64.1764	71.9963	96.6514	67.0127	78.1872
15.1642	13.6788	13.2471	31.83	25.6968	47.8648	20.5373	33.5871	10.261	13.6743	17.9302	25.6928
17.1276	36.6926	41.896	34.1447	33.7496	31.2284	55.1122	53.8646	33.0865	66.953	59.4415	47.5819
11.6138	10.2676	6.24641	0	1.18966	0	14.6328	13.0403	11.0775	3.14708	14.2523	16.646
1	1	0	2	1	0	1	1	0	1	0	2
5	1	3	0	0	0	0	1	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	1	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
9.18815	10.4162	36.995	15.8599	21.0334	1.2802	18.6995	0	0	6.71756e-05	10.5049	26.9511
0	0	0	0	0	0	0	5.26717	5.2565	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
7.93225e-05	5.02324e-05	1.98629e-05	7.67587e-06	1.57295e-06	0	0.000250648	0.000379144	0.00014475	2.72557e-05	1.60314e-05	0
0	0	0	0	0	0	0	0	0	0	0	5
0	1	0	0	0	0	0	1	0	0	0	0
38.421	35.8782	59.5927	3.00258	1.07953	1.00132	14.1044	9.03402	7.22987	2.00172	0	0
34.8418	0.0133011	14.9285	56.4339	45.8494	70.0238	37.4363	32.7392	20.9268	37.3719	20.4412	0
75	91	82	136	143	114	109	111	92	121	132	124
344.377	222.696	373.096	507.51	476.832	585.632	253.609	242.059	202.709	275.315	194.478	235.076
1	3	2	1	2	1.43217	3	1	1	1.26756	2	3
18.2654	36.4913	57.5654	8.1357	27.7921	15.5501	9.07728	8.39462	0	8.33596	2.89644	0
0	0	0	0	0	0	0	0	0	0	0	0
747.006	737.401	738.732	1013.11	1116.85	1063.56	902.803	789.899	903.369	1044.06	1128.27	1077.56
0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0	2	0	0	0
90.5933	145.048	114.545	145.902	160.426	181.96	189.548	114.18	144.002	286.603	216.726	232.364
316.77	220.799	292.461	184.319	321.463	132.599	367.963	289.349	283.657	470.239	402.512	445.525
144.014	143.064	139	1.00009	1	1.00013	102.012	72.0072	98.0201	9.00028	7	7.00034
11.0016	13.0751	8.53156	0	0	0	0	0	0	0	0	2.2
9.15804	11.3069	24.4804	35.9258	39.0374	33.1087	10.5324	10.6611	20.4832	21.746	38.4825	22.6884
1231.31	1443.96	1316.04	450.499	548.122	473.38	749.053	747.389	643.761	445.515	374.018	356.557
69.991	48.454	73.4242	89.1179	40.0341	49.784	118.883	128.861	270.659	53.8904	79.6871	76.6429
1216.65	1455.58	1265.76	1567.2	1362.52	1198.78	1450.39	1112.35	1501.25	825.652	1187.18	937.1
0	0	0	0	0	0	0	0	0	0	0	0
51.2146	67.9703	75.2442	32.6976	53.3957	59.1357	57.5129	89.247	72.235	105.514	100.98	72.4766
30.6173	36.5867	28.6824	48.937	17.6364	1.78704e-08	30.0552	38.2792	6.03482	77.8204	58.6426	85.8506
75.3604	79.7631	69.7503	85.9538	142.999	71.1109	60.9809	61.8978	77.1173	73.7961	89.6076	81.8481
268.534	296.518	238.5	380.392	407.008	311.65	365.036	370.184	344.324	473.982	401.424	450.926
263.387	313.986	318.872	327.492	320.512	281.056	334.816	357.131	333.753	417.255	322.449	324.297
497.551	437.963	491.496	455.575	381.619	453.27	447.068	432.371	500.989	353.002	446.169	422.125
0	0	0	0	0	0	0	0	0	0	0	0
15.2256	24.371	28.6392	1.21878	2.5	4.26392	17.6747	7.3148	12.1867	4.87388	2	2.03681
0	0	0	0	0	0	0	1	0	0	0	0
250.68	312.448	273.145	317.171	348.445	204.228	265.902	313.101	241.595	255.534	203.297	173.094
293.697	282.163	290.081	54.5069	60.7297	70.5857	109.656	116.394	90.0694	38.5426	35.6134	44.08
1.79753	2.40593	1.0101	0	0	0	2.23184	1.06085	0	1.7793	1.04383	2.51224
54	46	43	35	40	49	44	44	38	52	40	33
59	71	83	66	67	48	35	26	21	30	25	16
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
38.2878	44.7173	34.7257	122.12	169.159	101.594	69.5973	48.8831	63.0457	122.563	75.6851	85.21
3.38359	3.46943	5.4987	0	0	1.1066	5.76041	3.12786	4.61527	2.3459	0	1.05476
6.31853	10.3984	9.8706	10.3945	8.03201	11.6801	6.4613	7.9667	3.89917	11.2803	5.74118	10.9666
0	16.5717	38.9217	41.8682	39.7982	29.2571	14.0569	20.5191	0	6.68287	10.0779	22.5968
23.4492	8.33841	19.3126	7.90003	15.0832	13.4124	22.7769	10.2448	12.1301	10.8923	12.2258	6.61134
0	0	0	0	0	0	0	0	0	0	0	0
217.942	185.982	197.566	248.818	224.872	297.458	100.636	85.8418	70.8152	88.8396	65.8204	90.5136
0	3.078	6.31406	0	3	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
10	13	12	3	3	2	15	25	19	2	3	2
0	0	0	0	0	0	0	0	0	0	0	0
610.52	643.762	686.991	519.809	614.722	677.813	734.968	750.558	725.253	868.533	759.83	814.806
8.25122	0	8.18748	0	0	0	0	0	0	0	0	0
25.8821	41.1437	37.0777	0	7.13687	10.9595	94.7103	60.0939	29.8703	6.09956	9.1531	0
1306.05	1293.42	1300.75	1514.53	1369.59	1820.21	1430.22	1413.8	1705.24	1210.92	1429.89	1339.34
187.286	208	246	43	59	85	106	114	120.433	81	58	81
434.165	331.282	342.054	404.613	418.641	527.502	232.921	202.109	173.347	128.414	124.84	161.862
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0.408064	0	0	0	0	0	0	0	0
666.764	649.881	661.073	740.934	880.636	629.604	761.819	703.237	635.781	726.251	680	612.572
103.665	173.456	213.046	151.039	114.049	79.9059	22.2932	31.7768	68.0022	85.5357	45.3851	83.7077
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
156.443	76.0858	101.8	123.427	174.293	145.168	153.18	130.747	90.1316	37.3105	74.2231	127.613
3	0	1	1	0	0	1	1.61206	0	1.30059	0	0
1112.09	1019.07	1054.69	495.714	410.438	567.167	1440.76	1006.05	786.15	721.315	833.04	641.26
15.3772	31.5286	20.74	19.7796	9.67048	20.5983	26.1841	32.8939	23.1036	27.3347	22.2354	23.4282
0	0	0	0	0	0	0.575068	0	0	3.36718	0	0
0	0	0	1	0	0	1	0	0	0	1	0
1321.29	1740.79	1629.24	860.659	972.112	772.135	1110.26	1074.64	947.547	604.879	540.509	536.36
0	0	0	0	0	0	0	0	0	0	4.51721	0
1.77189	3.75066	2.72547	0	0	6.96866	5.85345	4.31953	2.42939	11.6524	5.09999	1.13873
1	0	0	0	0	0	0	2	0	0	0	0
1525.34	1701.18	1136.91	903.564	1071.6	1049.12	988.56	1142.21	931.854	1411.23	908.889	1554.55
0	0	1	0	0	0	0	0	0	0	0	0
0	3	2	0	0	0	2	2	0	0	0	0
71.1065	69.3382	93.6799	114.564	134.436	133.735	77.1411	101.875	79.3738	153.482	127.471	84.1247
1229	1266	1095	2058	2413	1722	1447	1407	1403	1803	1890	1627
8.73627	10.0579	11	11.3113	3.13337	15	14.2614	7	13	7.65419	10	11
10694.8	11122.7	10166.2	11377.5	11758.8	13171	11983.1	11352.3	12101.4	11157.7	11503.7	12002.7
0	0	0	0	0	0	0	0	0	0	0	0
0	0.0106181	0	0	1.26373	0	1.93104	0	5.06316	2.94434	0.287974	2.02576
0	0.669425	0	0	0	0	0	0	0	0	0	0
0	0.00505747	0	0	48.1806	0	66.5	12.648	54.6892	30.004	5.26243	14.6841
2	0	1.51294	1	0	0	3	2	1	2	0	0
6447	8990	7949	7071	9196	9108	6463	6582	6307	13087	10150	11342
54.0456	23.5709	63.3729	25.7391	19.4602	22.5224	29.0521	43.4335	31.4394	27.9362	16.1392	16.0024
0	0	0	0	0.5	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	2	0	1.25007	0	3.48961	0	1.46137	1.1099e-07	0
0.0942902	2	0	0	0	0	0.5	0	1	0	0	0
0	0	0	0	0	0	0	0	0	0	0	7.46964e-05
0	1	0	0	0	0	0	0	0	0	0	0
24	23	25	11	12	10	14	17	25	33	22	23
41.8227	50.0256	60.4816	49.8583	63.2269	39.3455	89.2121	72.4965	75.2312	61.7612	69.9106	96.125
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	9.99647	0	23.892	21.4352	0	10.6654	0.909528	0.0123088	10.7414
0	0	0	0	0	0	0	0	0	0	0	0
3.80142	0	0	0	0	0	2.01714	0	1.79956	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
539.702	575.409	509.089	361.983	562.283	434.173	569.768	528.367	504.753	321.507	457.922	369.519
495.627	411.11	376.664	952.466	849.253	1034.4	561.386	567.625	610.455	762.259	786.985	809.89
110.8	131.893	105.327	124.423	132.192	111.942	176.45	155.924	173.309	152.765	144.061	144.964
285.023	329.028	333.425	343.754	354.668	409.155	314.388	286.828	305.59	330.841	297.255	279.154
128.989	75.3843	143.723	148.232	116.233	178.316	59.431	104.546	132.652	145.386	104.565	94.7877
1.0489	1.21109	1.02241	1.00644	1.13197	1.0911	2.02786	0	0	0	1.19755	2.10629
560.965	427.633	477.301	465.691	425.054	584.824	712.91	641.343	731.804	574.304	569.782	524.059
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
71.4827	46.2108	61.2501	6.56378	4.27601	4.17282	41.3295	25.6108	15.0119	6	1.58474	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	1	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
1.7233	0	0	0	0	0	0	0	2.17995	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
1633.93	1812.84	1811.37	1436	1624.94	1492	1993.44	1889.94	1991.38	2014	1913	1928
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
7.61844	5.073	9.59451	3.51557	3.4152	3.9646	4.72591	7.88532	10.4496	8.29912	3.83688	5.91754
0	0	0	0	0	0	0	0	2	0	0	0
0.00277227	114.748	73.4375	2.72197e-06	0	0.00351155	71.7878	26.9441	22.0428	82.0319	77.4214	24.3854
0	0	0	0	0	0	1	0	0	0	0	0
45.9201	0	54.989	83.6684	95.3986	74.1507	72.2343	68.6912	48.6713	56.5901	152.602	81.1411
1.73811	0	0	2	2	0	2.43074	0	0	2.4051	0	0
0	0	0	0	0	0	0	0	0	0	0	0
6617.89	7986.8	7035.72	10402.4	11954.6	10024.2	7411.6	7115.42	7354.39	12003.8	11565.1	11352
0	0	0	0	0	0	0	0	0	0	0	0
31.2114	173.663	120.51	289.107	225.453	140.345	91.5902	107.581	123.282	176.577	158.815	121.453
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
1653.66	1881.32	1613.72	1673.76	1688.99	1426.97	523.308	499.43	550.483	393.456	428.965	375.909
9	5.60319	1	0	0	0	0	0	2.731	0	0	0
7.20503	9	12	3.46011	6.09932	7.68197	9	6.64875	8	10	9.61725	11.3432
0	0	0	0	0	0	0	0	0	0	0	0
108.601	111.889	83.5395	120.619	97.7689	136.851	129.043	109.153	96.3372	114.298	125.222	111.575
38.1228	68.0403	71.6873	53.3337	49.7731	61.735	59.7619	123.599	52.3122	69.6115	66.7091	71.6765
0.00520435	16.747	5.80157	21.8573	22.9375	16.667	19.9073	0	14.2751	7.42606	8.30909	4.11913
0	0	0	0	0	0	0	0	0	1	0	0
24.8518	24.2246	31.6654	5.07451	8.46586	10.6931	13.9577	13.2523	11.4201	5.36902	7.18225	5.43971
0	0	0	0	0	0	0	0	0	0	0	0
384.627	255.133	346.025	314.359	433.384	341.715	332.603	350.834	341.536	360.279	370.437	367.26
0	0	0	0	0.861737	0	0	0	0	0	0	0
697.339	617.808	650.109	701.243	800.574	875.482	661.506	581.748	761.736	1230.14	1208.7	1353.73
15.9588	8.00052	20.5677	0	31.9136	23.9652	0	6.86768	0	15.9943	9.14431	7.99976
0	0	0	0	1	0	0	0	0	0	0	0
0	1	3	0	0	0	2	3	3	1	0	1
0	36.8484	13.6531	26.4406	3.35981	23.8048	22.0494	1.91142	0	0.00229774	0	13.822
0	0	0	0	0	0	0	0	0	0	0	0
15.7398	16.4577	24.794	15.2508	5.2589	9.35841	21.892	15.1908	20.5256	16.4952	15.6986	8.36388
1835.6	1877.55	1803.55	1917.61	1825.19	1733.98	2000.81	1828.87	1883.86	1471.64	1548.97	1442.62
50.5984	7.33293	26.982	98.3313	146.333	103.263	15.202	0.000831827	30.9945	29.7013	25.2856	21.9375
0	0.5	1.5	0	0	0.5	0.5	0.5	0.5	0.5	0	0
1.77984	0	0	0	0.708031	0	0	0.906263	6.2784	0.905408	1	0
1.28762	0	0	0	0	0	0.997582	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
506.27	543.738	552.227	518.204	539.028	532.327	382.424	439.346	459.081	483.261	426.787	425.523
0	0	0	0	0	0	0	12.6977	0	0	5.35364e-06	3.78913
192.017	190.349	282.824	253.779	151.239	246.929	183.933	226.811	140.738	269.119	271.733	292.328
2	7	4	0	0	0	2	1	3	0	0	0
0	2	0	0	0	1	1	3	0	1	0	0
462.393	507.2	429.508	556.593	540.42	586.319	372.61	322.83	326.689	412.249	394.32	361.734
2	0	1	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0.00451734	0	0	0	0	0	0	0.0118064	0	0	0
3	2	3	6	8	12	22	13	13	31	30	23
173.071	226.555	256.665	244.809	210.148	271.553	253.045	279.28	270.625	221.005	171.055	225.087
0	0	0	0	0	0	0	0	0	0	0	0
47.3539	38.573	37.5202	32.0995	32.9583	34.1674	36.4809	32.1782	51.4239	16.826	32.2453	33.5617
1538.43	1480.55	1506.8	2243.15	1740.48	2265.91	1860.24	2068.34	2027.96	1872.85	1829.87	1690.77
13.608	0	0	11.3863	0	13.2574	11.5588	0	0	11.6401	27.2775	0
0	0	0	0	0	0	0	0	0	0	0	0
52.0121	21.3531	52.9	38.7306	40.0998	34.787	37.9449	61.3444	28.0992	64.8301	36.8475	74.8695
0	0	0	0	0	0	0	0	0	0	0	0
143.26	99.5205	149.422	283.516	201.758	333.594	185.258	175.221	165.959	216.122	228.167	194.019
0	0	0	0	0	0	0	0	0	0	0	0
3.55904e-08	2.25232e-08	0	2.59888e-07	2.49337e-08	0	9.97153e-08	5.08139e-07	6.63677e-08	3.66853e-07	6.46932e-08	4.49107e-07
0	0	0	0	0	0	0	0	0	0	0	0
132.696	120.075	108.992	139.948	132.962	151.345	106.232	102.647	113.939	145.429	119.99	129.751
11.9998	11.9999	10.6821	0	0	0	32.9993	24.1378	17.4828	8.88646	11.9998	10.9995
88.819	91.7989	100.487	113.024	112.27	105.348	70.964	95.2339	76.1201	57.3431	62.0039	58.6602
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
224.28	267.846	218.111	238.989	235.831	222.815	231.544	177.558	216.108	317.913	268.216	317.212
0	6.39128	1.64928	0	5.0888	0	1.61951	4.71528	0	1.5908	1.57422	1.73101
0	0	0	0	0	0	0	0	0	0	0	0
17.6604	18.0217	12.5018	35.6319	10.4359	69.8548	41.8097	10.3866	11.613	41.2222	21.0779	33.8314
173.827	137.809	250.37	273.508	284.376	259.732	138.322	176.92	209.417	126.649	164.881	139.729
242.263	235.874	246.626	233.824	212.111	216.845	288.421	289.967	229.246	188.464	230.394	228.443
1.79626	4.51601	3.75863	0	2.7056	0.924888	5.99466	0.917929	0	0	0.897521	0.873151
26.1192	2.90863e-05	4.52805e-06	0	0	12.4317	0.000231248	0	0	0	2.59806	0
0	0	0	0	0	0	0	0	0	0	0	0
112	137.116	154.817	19.7452	20	21	171.762	154.395	174.583	106.951	108.023	121.647
188.599	133.867	179.554	169.913	160.244	144.366	72.9048	84.0036	79.3824	98.7359	110.696	89.7944
565.28	559.853	604.169	472.795	522.428	539.593	542.798	585.815	553.001	489.825	454.848	537.663
2.28708	2.45515	1	2.45405	2.44871	3.67747	4.25091	12	9.17651	6.66857	7.27511	8
310.275	288.839	273.877	366.62	294.022	371.683	369.256	339.501	340.167	402.17	403.067	424.704
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	2.41055	0	2.91635	0	0	0	0	0
52.1331	36.2318	37.3989	30.7544	22.8604	28.579	52.5279	53.2851	61.2517	41.1243	44.6469	38.5923
0	6.17603	0	0	0	0	0	0	0	0	0	0
38.4704	19.7168	26.0033	21	22.3984	26.1253	35.0236	31	43.5664	15.0001	26.9982	25.5162
0	0	0	0	0	0	0	0	0	0	0	0
3033.24	2860.99	2628.13	3343.51	3833.5	3224.57	2267.73	2292.02	2199.46	2104.4	2523.22	2287.46
0	0	5.59305	0.000149484	0	0	0	0	0	1.13856	0.518298	1.1327
3.02274	2.8592	4.57929	0	0	0	0	2.75547	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
20.8058	12.3559	0	0	0	30.6217	41.3106	33.526	83.3898	56.2205	79.2456	19.0322
102.151	157.318	121.424	39.7589	0.00527205	140.595	95.1419	126.754	208.113	103.402	122.715	75.7013
14.9413	36.8714	11.6852	17.1871	32.3873	19.3875	43.0586	33.7836	63.2009	60.3226	57.7734	40.7548
1078.05	1286.4	1317.69	720.357	790.156	778.456	633.165	608.507	609.446	550.849	557.88	510.474
1576.96	1578.66	1431.26	1882.23	1689.29	1886.82	1325.94	1411.97	1351.79	1529.18	1391.19	1469.66
0	39.8507	66.8088	0	69.8147	48.0355	87.0606	37.7428	85.4718	169.602	150.987	74.2329
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
25.2864	14.922	19.2176	0	0	0	0	0	8.91208	4.95028	9.25358	21.2885
0	0	0	0	0	0	0	0	0	0	0	0
571.382	653.826	595.812	679.073	813.594	603.967	699.539	652.756	626.436	802.8	731.976	733.154
7.24874	26.4199	48.809	16.1099	29.9862	35.9083	3.13474	0	30.3532	15.8047	4.39439	10.5913
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
49.7125	50.6017	54.6184	8.16231	23.1835	20.9903	78.9894	31.9008	66.7712	12.6396	67.3539	97.7139
739.271	720.383	785.081	668.533	742.516	800.029	730.902	711.447	784.39	656.402	581.267	614.002
356.092	350.438	336.299	432.87	384.317	481.718	380.95	384.764	345.56	460.714	436.838	401.805
1627.93	1434.84	1667.33	1639.32	1187.81	1512.72	1506.74	1643.26	1537.91	1195.51	1141.04	1091.45
0	0	0	0	0	0	1	3	4	1	2	1
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
48.731	75.3903	59.1991	75.4481	49.5382	40.3841	39.1538	52.1847	66.0059	36.8482	55.7067	31.943
235.21	297.945	253.517	158.032	189.97	161.315	212.471	323.573	180.22	177.495	188.442	255.994
5.67701	2.283	2.34538	1.14647	0	0	0	1.02471	0	2.25014	0	0
1.12315	2.73162	0	0	0	0	3.59332	0	2.48894	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
35	59	40	33	37	29.7525	33	22	27	48	32	39
360.817	311.397	381.771	153.893	174.115	182.527	218.52	221.898	166.925	153.565	123.039	204.441
17.7308	0.140934	6.95437	23.8213	7.89055	15.8125	11.9268	19.125	11.8997	19.8	11.8839	11.8861
49	62	46	102	110	88	123	71	78	143	104	114
57.9303	49.2914	55.8058	54.4764	49.0818	50.6765	64.217	56.2465	54.5456	23.5728	54.2537	40.3911
0	0	0	0	0	0	0	0	0	0	0	0
3104.19	3217.34	3017.84	5738.28	5131.51	5833.79	4383.43	4166.61	4463.6	8751.9	8129.18	8261.23
0	0	0	0	0	0	1	3	0	0	0	0
14.2005	15.8107	10.2565	15.7187	11.0952	2.9695	8.85462	14.0501	13.7739	5.99137	30.8264	3.17719
0	0	0	0	0	0	0	0	0	0	0	0
0	0	3.46434	0	0	0	0.687378	0	2.47604	0	3.87821	0
0	0	0	0	0	0	0	0	0	0	0	0
213.152	247.53	206.025	264.339	385.433	287.27	251.083	191.153	312.976	317.153	301.753	253.606
30.3716	37.0806	34.4393	0	0	0	0	11.6795	7.10205	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
5.25964	7.25857	3.6061	10.3342	9.38419	10.3336	11.3557	7.82951	8.95435	9.69923	3.05949	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
4.13199	5	4.53333	3.15562	0	0	5.24091	4.41896	5.31618	0	5.64563	2.40103
1.85222e-07	164.717	134.997	83.9182	88.025	158.233	123.661	160.874	69.5184	91.8291	113.501	27.8331
4.03694	2.01122	0	1.89022	2.20869	0	0	0	0	1.59567	4.32004	1.61323
1154.69	1314.59	1180.76	1065.57	1155.99	1034.37	993.308	961.498	970.147	943.808	866.01	875.274
4.00102	0	2.00291	0	1.00027	1.00063	2.00099	1.00094	4	0	1	0
0	0	0	0	0	0	0	0	0	0	0	0
20.6979	4.87333	7.77575	1.35531	3.5055	11.9385	3.92877	8.71312	2.59481	5.09139	0	7.11644
162.659	156.37	169.848	109.222	96.482	106.97	203.431	209.606	157.046	111.107	126.013	166.647
671.864	765.042	699.543	471.66	471.572	553.247	234.199	217.866	237.428	163.014	124.994	150.559
10.5664	34.1998	0	0	0	0	0	0	0	13.9898	0	0
0	0	2.13465	7	0	5	0	3.74048	0	3.7293	6.21659	0
3.98333	0	0	5.5707	3.98261	9.97433	0	2.00792	0	3.99405	0	0
1719.49	1563.92	1486.35	2231.59	1711.4	2396.24	1645.75	1654.84	1973.82	1870.47	1707.89	1743.77
3.02388	4.04263	12	2.06272	0	0	0	1.08638	1	0	3.02089	1
3	0	0	0	1	2	1	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	1	0
0	0	0	0	0	0	0	0	0	0	0	0
141.863	182.64	184.031	232.267	244.992	260.474	254.349	247.322	252.778	334.191	411.592	379.584
0	0	0	0	0	0	0	0	0	0	0	0
1	5	4	1	0	1	2	1	2	1	0	0
18.1824	10.9389	10.947	14.6031	0	36.4067	36.5398	25.604	18.2431	43.7368	36.455	25.5216
0	0	0	0	0	0	0	0	0	0	0	0
36.7339	58.0173	60.1302	12	12	11.1813	42.8694	40.1603	36.1344	18.8108	22	9.959
0	0	0	0	0	0	0	0	0	0	0	0
55.7837	49.6686	53.9047	11.1104	13.3535	18.2432	38.697	48.055	34.6522	24.1965	21.0268	24.7267
0	0	0	0	0	0	1	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
8.79205	0	3.81622	11.5496	0.551999	2.12531	11.4298	0	44.8855	116.201	73.5554	58.0706
0	0	0.448576	0	0	0	0	0	0.585942	0	0	0
950.109	983.881	919.108	316.882	303.975	285.706	644.354	706.001	570.085	319.306	311.909	281.209
28.3465	9.0766	16.2157	22.9131	17.0555	22.078	15.7713	11.9665	21.7324	15.5449	19.557	29.1851
38.147	35.2665	24.4446	31.8382	35.5586	73.6334	40.4643	43.2009	57.0601	82.884	58.8076	76.4427
0	1.00037	0	0	0	0	0	0	0	0	0	0
13.1638	0	4.1939	0	1.04345	6.23382	8.13627	9.33349	8.50715	4.09559	1.06003	4.11401
0	0	0	0	0	0	0	0	0	0	0	0
192.856	222.545	225.689	136.227	140.543	136.083	178.02	136.513	183.793	197.619	124.16	157.86
8.21334	3.87936	21.5133	20.957	8.22718	19.4558	20.6961	11.8617	15.7405	7.77265	26.5983	19.0205
2.54267	0	5.09107	3.83469	0	0	0	1.75636	0	0	1.30282	3.70388
0	0	0	0	0	0	0	4	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
2.45995	3.50453	0	2.6351	0	1.09585	2.02982	3.74777	1.65397	1.00713	3.35301	0
8.2324	4.07993	10.3782	0	4.11577	4.07342	2.04205	2.04771	4.11196	2.00006	0	3.00837
200.297	197.221	192.585	80.4346	99.6188	80.7523	135.774	118.539	129.474	89.7452	121.56	86.8011
1962.92	2252.81	1883.6	1949.16	2224.98	1823.63	2036.47	1895.94	2388.42	1781.04	1737.94	1829.84
5.43539	0	2.71481	4.65751	0	3.58146	2.5373	8.88342	6.09462	1.87679	7.27225	5.23838
13.0353	33.1418	39.7628	17.8209	28.5233	2.45595	3.84025	6.78631	8.5952	4.85463	18.6536	18.8218
2.00621	0	0	0	0	0	0	0	0	0	0	3.01145
0	10.9182	26.3038	25.3686	26.0818	10.9518	0	27.5958	0	20.522	10.8003	34.769
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
37.5	29	39	0	0	0.5	15.5	14.5	10.5	0	0.5	0
27.568	45.7869	43.6604	46.2182	73.6428	66.4182	28.7268	23.7202	18.6355	25.3018	23.8834	32.9418
0	0	8.08454	9.30556	0	22.1856	11.3978	15.7386	0	11.3567	10.2738	0
0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	1	0	1	0	0	1
0	0	0	0	0	0	0	0	0	0	0	0
