SRR23199438	SRR23199439	SRR23199440	SRR23199441	SRR23199442	SRR23199443	SRR23199444	SRR23199445	SRR23199446	SRR23199447	SRR23199448	SRR23199449
2013.03	1774.38	2246.26	2407.78	2493.69	2177.18	1711.98	1550.72	1736.13	1896.29	1697.96	1652.65
252.392	209.643	199.224	178.461	121.146	152.941	159.905	139.757	188.273	76.1526	93.9273	70.2693
7.78967	0	0.00153352	24.7179	18.3255	20.6618	3.35986	11.3051	17.8246	17.3237	23.7984	31.3465
435.546	546.317	549.487	513.657	509.673	435.654	554.523	449.865	495.214	431.11	323.137	343.88
0	0	0	0	0	0	0	0	0	0	0	0
6.39665	1.15941	5.2404	4.22953	3.94289	4.29762	9.50882	8.28934	8.48463	2.16068	4.19569	7.66672
24.3893	0	48.9884	0	31.2468	14.4934	28.2792	17.6223	18.0776	0	7.47988	21.3189
939.842	1096.15	958.968	1478.76	1612.54	1446.78	1395.45	1373.83	1376.46	1635.68	1573.73	1601.1
0	0	0	0	0	0	0	0	0	0	0	0
0	2.82046	4.41747	2.74383	6.57611	3.2319	2.64347	0	0	0	0	0
147.84	57.1466	85.5449	0	37.2861	48.2872	19.9329	0	0	0	11.1342	12.3663
0	0	0	0	0	0	0	0	0	0	0	0
3.67951	5.09588	8.16673	3.29417	4.03322	4.21586	6.7664	3.01756	3.04651	2.01468	4.23205	4.37042
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	5.45551	0	0	0	0	4.64383	0.633625	0	0
0.266285	0	10.498	6.33082	5.13104	0	0	2.39053	11.4806	13.3568	3.53636	0
10.4638	0	17.766	18.7888	17.6602	23.8528	17.8067	24.3727	16.7261	17.249	0	22.9338
0	0	0	0	0	0	0	0	0	0	0	0
1188.17	1699.79	1392.92	1698.72	1898.61	1426.97	1586.1	1632.6	1467.7	1156.86	1375.94	1478.5
6.22714	0	0	0	3.3951	0	0	0	0	0	0	0
162.75	155.438	163.297	275.242	289.554	257.096	198.237	223.943	204.989	221.476	205.393	175.494
259.939	228.54	196.572	199.405	150.138	200.933	218.397	240.854	275.607	189.82	160.279	126.931
126.588	152.927	140.848	117.023	66.8897	195.877	67.8878	73.7189	80.4602	192.701	146.085	155.472
2.71993	0	0	0	0	0	3	2.46329	1	0	2	0
154.445	146.047	109.846	118.33	89.2887	147.066	165.507	164.64	143	118.214	126	113.161
0	0	1	0	0	0	0	0	0	0	0	0
0.410215	0	9.34503	0	13.6576	0	0	0	0	0	6.22126	0
0	0	0	0	0	0	0	0	0	0	0	0
58.6014	90.7196	198.515	118.958	193.809	122.563	210.795	94.4334	334.397	126.77	235.341	84.843
90.5638	10.5467	56.7951	58.304	31.1563	80.7819	62.8358	43.4151	72.1376	123.621	68.4238	70.0314
0	0	0	4.11093	0	0	0	0	0	0	0	0
2	6	2	0	0	2	3	0	0	0	1	0
0	0	3.00092	0	0	0	0	0	0	0	0	0
0	0	0	2	0	3.25736	0	2.17116	1.08717	0	0	2.02228
0	0	0	0	0	0	0	0.00130504	0	0	0	0
83.0259	95.37	94.2309	132.062	135.536	164.767	83.3353	86.6559	83.7133	77.0433	71.7007	53.0541
809.654	881.43	723.54	1261.89	1105.84	1247.81	978.695	888.559	1060.55	1243.57	1110.98	1121.06
0	0	5.22833	5.22894	3.67461	9.21134	4.52737	3.79756	12.9959	8.71151	14.735	7.02703
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
4846.72	4891.64	4477.14	6840.56	7458.33	6574.5	5524.15	5217.23	5415.88	6572.41	6297.17	6187.21
1134.46	1231.42	1153.35	1297.03	1139.52	1067.89	1421.6	1410.65	1316.78	1113.5	1201.91	1143.36
188.612	154.124	206.873	178.059	256.406	280.751	199.667	200.373	204.39	323.137	308.207	199.45
163.289	241.416	212.918	258.968	411.576	345.045	198.174	157.321	236.33	475.026	373.197	431.372
143.263	175.668	147.533	262.532	290.844	289.638	255.272	202.931	271.195	289.445	260.396	282.905
0	0	0	0	0	0	0	0	0	0	0	0
115	108	121	66	71	68	142	139	139	55	57	65
0	8.92438	10.7194	0	19.8828	0	0	12.9315	0	5.95184e-06	0	0
60.5794	26.8079	56.6417	57.1375	12.898	49.089	31.2053	46.2467	34.2372	0	34.3172	36.5583
4.20171	6.00084	4.24129	0	3.00046	4.00239	3.00155	1.00041	1.00032	0	2	2.00121
0	10.8371	18.5235	0	14.5954	15.3384	15.4945	21.532	0	0	0	0.0239591
9.8053	0	0	0	13.0657	10.1495	16.759	0	10.3547	8.27921	0	5.26935
4.41583	4.42319	5.88416	0	0	1	11.7735	5.8887	10.6516	4	0	5.88258
5	3	0	0	0	1	0	1.85477	1.46121	0	0	0
1370.7	1283.31	1302.93	1152.81	1132.31	1167.99	1142.42	1204.53	1393.78	929.331	994.51	943.7
391.151	111.788	216.679	279.539	55.9359	54.2082	167.762	167.833	167.705	111.781	111.787	55.8921
855.01	803.512	787.355	1101.23	857.945	925.143	776.176	806.676	811.811	707.179	634.458	687.817
0	0	0	0	0	0	0	0	0	0	0	0
1352.95	1694.74	1547.34	1728.16	2148.7	1651.54	1688.6	1504.05	1581.08	1835.15	1940.57	1811.8
11205.2	12817.3	11910.9	12902.5	15419.9	11618.3	10311.5	9593.98	9347.05	12386.1	11714.8	11522.2
0	0	0	0	0	0	0	0	0	0	0	0
114.945	139.812	151.856	193.071	188.148	184.503	168.006	177.698	155.019	215.624	172.539	144.649
17.4466	59.1561	57.0876	57.143	100.292	52.459	69	44.1206	48.2953	72.9986	78.8949	72
0	0	0	0	0	0	0	0	0	0	0	0
2538.58	2749.2	2786.75	3053.8	3429.71	2765.36	2921.5	2657.29	2913.02	2639.57	2841.01	2563.63
185.872	288.564	262.151	296.775	312.799	231.672	326.014	277.896	177.37	192.817	162.839	159.368
1200.13	1173.51	1168.75	1132.57	1279.7	1115.28	905.999	923.387	733.569	1135.16	1091.41	1018.15
30.0019	33.2482	34.2637	16.6593	13.1674	13.9629	26.2068	21.3587	21.4913	6.18435	17	2.38373
215.016	385.028	235.819	507.813	412.466	386.131	409.4	360.435	436.221	607.276	524.871	543.096
855.508	1246.44	1405.86	1040.8	1386.75	751.667	683.443	713.319	812.358	1096.28	1088.7	996.156
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
959.668	1141.5	973.061	1587.15	2009.61	1345.12	1008.06	918.584	1035.32	981.801	1209.61	1116.84
0	0	0	0	0	0	0	0	0	0	0	0
35.8202	23.3779	29.5766	0	0	0	5.63718	0.134455	0	1.71657	4	2
45.3936	48.405	50.0129	83.5648	73.1802	77.1828	64.526	71.4424	70.3836	82.766	84.8726	85.5561
31.2236	40.4301	40.4473	3.58025	8.0729	4.03942	16.1917	28.3521	24.267	16.1681	28.2975	8.08557
0	0	0	0	0	0	0	0	0	0	0	0
23.086	38.5195	26.8031	19.1759	33.8052	46.6351	37.0623	51.5208	37.8911	0	41.0867	60.3662
1008.19	1067.62	1003.87	1168.84	994.211	1044.95	745.702	709.19	894.416	769.586	727.626	794.83
108.12	159.786	177.461	265.62	294.154	220.592	164.295	104.284	141.926	178.613	172.567	131.516
0	3.32699	1.68124	0	4.76526	0	0	1.79176	4.14655	6.0496	1.81506	0
4.41889	0	3.02432	2.22549	6.7082	0	8.55232	0	0	5	0	2.04579
258.789	269.182	292.916	140.527	204.355	129.791	251.189	166.646	217.485	136.32	136.472	141.465
6	6	5.59872	2	1	0	3	1.19032	3.74553	1	2.41917	3.59129
7.0471	0	1.28259	1.0057	0	1.00636	1.00483	0	0	0	5.00023	0
28.7626	49.9609	42.9303	61.1302	39.2211	73.1714	34.0638	19.187	23.5034	30.7212	17.5953	28.011
0	31.7106	27.0899	8.15513	0	22.8279	17.209	7.43609	5.6171	23.0565	0	7.07522
32.5761	20.3547	10.3939	4.27934	0	3.31421	37.3698	22.0116	15.1155	9.23227	10.3726	4.55156
0	0	1.10009	0	0	0	1.04714	0	0	0	0	0
158.002	198.395	135.974	206.519	263.493	197.818	243.313	219.645	220.943	345.131	313.022	243.768
29.8469	52.8634	50.5995	15.0258	27.8449	15.5156	53.9299	34.5433	48.8415	40.0135	38.2011	32.9104
0	2	1.00046	0	2.00008	2	0	1.00041	0	0	1.00148	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	1	0	0	0
0	18.2808	11.187	0	0	0	0	0	0	0	0	0
14.8071	8.61101	15.0416	11.0962	6.82175	6.45911	9.63894	11.0998	20.9224	8.30209	12.432	11.5429
0	0	0	0	0	0	0	0	0	0	0	0
520.994	531.847	539.032	588.924	597.976	538.488	546.726	500.577	545.065	557.041	601.771	463.784
1804.64	1901.96	1736.3	1558.44	1665.78	1579.71	1614.7	1526.22	1534.56	1488.24	1446.29	1474.32
848.287	944.239	907.411	1334.98	1607.56	1327.17	921.603	856.915	844.529	1600.98	1530.96	1485.57
36.4148	52.5596	31.9437	52.4345	0.000109336	51.2287	62.1993	53.9025	34.4897	19.9952	43.8557	50.4833
0	7	0	0	0	1	0	2.03249	2.00812	1	0	0
0	0	2.03565	2.04228	0	1.0053	0	0	1.0194	2.02188	1.00221	0
145.874	194.743	185.607	286.454	327.03	286.167	307.48	238.016	260.52	400.524	374.121	380.101
103.142	66.1741	90.7456	56.3836	134.227	52.5953	92.2507	66.6854	65.2684	104.078	68.7036	138.21
111.864	129.994	54.1453	89.2594	87.8951	68.4083	149.005	84.6113	128.97	70.4323	112.902	76.7387
1244.97	1350.74	1191.23	1693.21	1928.48	1504.56	1830.98	1584.67	1573.09	1350.44	1500.7	1543.25
1918.2	1727.39	1395.67	2302.53	2984.64	2062.01	2563.85	2060.97	2106.08	2321.03	2632.44	2677.34
23.0162	37.2111	35.9018	31.6506	45.7725	16.3705	32.6528	9.38276	14.8023	34.2853	7.79322	13.478
42.9546	39.7652	49.4697	59.6829	95.5198	69.2516	53.9626	86.4231	68.6883	81.6987	76.8514	81.7693
493.368	514.844	352.586	682.72	728.288	613.738	792.707	816.401	743.974	988.052	748.639	679.233
477.068	475.513	373.497	888.295	1144.87	876.419	902.018	770.944	717.238	1436.64	1253.57	1188.18
48.692	52.479	53.4306	54.8145	27.6994	82.9199	117.706	111.56	77.3582	220.768	179.418	137.534
1444.78	1404.9	1438.06	2181.48	2164.76	1905.4	1852.4	1309.12	1685.95	2326.08	2177.52	2296.92
2.64593	2.96459	0	5	0.445464	1.44122	9.38232	11.2004	11.6035	5.93071	10.1497	7.32333
197.225	193.646	149.701	215.778	240.392	236.39	245.824	251.12	269.876	338.796	349.785	327.917
559.087	621.484	464.619	542.081	719.899	561.126	745.192	720.475	734.892	750.076	914.689	842.789
283.122	336.121	288.395	419.87	366.429	373.312	430.972	321.071	333.853	648.802	493.976	519.79
0	0	0	0	0	0	0	0	0	0	0	0
0	0	8.90106	0	12.8915	15.433	5.01529	0.00254003	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
51.503	63.2604	27.4376	20.7448	19.1159	6.31958	27.0507	10.3552	16.8466	0	5.27149	2.38305
0	0	0	0	0	0	0	0	1	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
241	351.203	386	341	385	557.468	422.664	397	393	1170	955.432	992.776
392.913	433.456	412.674	490.174	522.115	476.496	436.679	359.499	528.256	455.085	463.112	389.087
1831.95	2043.4	1833.32	1293.21	1210.49	1374.78	1446.18	1298.19	1378.63	832.147	849.143	760.703
173.408	247.064	213.978	169.836	290.887	194.159	255.912	372.826	256.374	279.89	167.189	250.641
0	8.01916	0	0	0	0	8.68422	0	0	0	0	3.52148
22.1696	48.376	61.6807	67.2865	6.74509	41.6063	36.5458	28.3138	48.223	48.5539	48.1664	25.9606
19.4109	24.7658	7.14857	20.0987	13.8654	16.1104	17.9347	15.6911	16.092	10.5394	12.1465	15.9484
0	1	0	0	0	0	0	0	0	0	1	0
0	0	4	0	1.04424	1	3.19434	5	2	0	2	1
441.957	476.23	401.161	532.902	422.988	598.259	454.334	466.159	453.937	460.116	448.567	471.356
0.00379264	35.0815	0	0	0	0	0.369488	30.2332	0.00373346	31.622	0	0
975.414	930.911	837.638	699.246	586.156	888.868	1294.67	1316	1469.54	984.023	975.496	1043.15
0	0	0	0	0	0	0	0	0	0	0	0
36.4099	30.5431	24.2599	24.9061	3.59284	21.1576	8.72178	21.6087	16.6934	3.40701	16.0459	12.1529
0	12.2577	0	0	0	0	0	0	0	0	0.126472	0
0	0	0	0	0	0	1	0	2	0	2	0.0114107
4.07021	4.47667	4.20066	1.04732	4.34005	6.13471	1.17918	0	7.81312	4.49525	1.18653	4.00683
12.2598	19.1787	28.3831	18.2776	9.58981	5.82674	0	15.5177	26.7845	27.7132	41.2883	23.298
0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	1	0	0	0	0	0	0	0	1
0	0	0	0	0	0	0	0	0	1.15463	0	0
23.6546	23.8068	55.6438	3.97996	7.88229	0	15.952	27.9859	15.8963	15.8571	11.8975	11.9025
257.964	267.692	248.176	299.2	419.801	286.273	275.553	314.875	338.469	173.026	249.572	187.433
29.4402	0.0391965	61.0617	71.2311	39.0289	36.635	58.4029	42.1411	70.9993	28.9091	31.0006	23.0735
0	0.999778	0.999887	0	0	0	3.99853	3.24024	0.999664	0	0.999718	0.999303
1798.29	1975.44	1817.69	2529.86	2731.61	2218.33	2762.61	2502.89	2507	2537	2516.13	2413.37
0	1.48625	2.47563	0	13.7482	2.05297	13.8635	16.1039	15.1328	3.0473	0	0.669269
202.309	148.504	223.421	157.73	102.57	326.66	76.2382	119.139	202.603	121.548	227.009	196.653
5	0	8.04878	0	0	0	1.94567	2.42975	0	0	0	0
0	0	0	0	0	0	0	0	1.24211	0	0	0
88.2817	97.2456	83.7182	159.118	104.041	120.201	162.143	113.209	164.578	90.0822	118.655	70.4505
199.995	194.438	191.892	181.354	162.743	169.726	196.496	260.413	255.083	148.155	180.08	139.178
4.7988	3.51527	4.73431	4.32501	3.33448	0	2	4.98909	3.58471	1.28885	0	1.4126
0	2.05678	0	3	0	1.00999	1.0007	1.03296	1.00003	1.00017	5	2.00029
5	4	4	0	2	0	1	6.28017	2	3	2	3
640.26	461.215	564.463	627.295	602.601	650.997	493.409	514.072	482.531	557.164	614.377	482.042
1180.11	1084.07	1056.19	1192.01	910.939	1282.9	980.098	1215.09	1220.22	840.288	852.905	846.674
0	0	0	0	0	4.12494	0	0.0292603	17.9354	9.76372	18.5259	10.1821
2058.21	2015.04	2048.38	1645.62	2029.57	1973.17	1588.35	1452.18	1392.73	1657.01	1550.93	1713.68
348.143	382.305	405.208	294.593	324.199	319.458	408.822	387.762	413.321	366.419	326.183	357.259
1	1	2	0	0	2	1	1	0	1	1	1
17.6944	5.15674	21.7118	19.1803	4.959	29.5798	23.136	30.0098	28.9173	63.4432	35.8031	36.8812
136.569	120.572	171.049	95.3687	106.856	142.56	140.324	124.129	137.113	112.086	127.271	111.972
221.587	262.23	283.361	380.494	418.31	373.607	235.426	241.25	237.555	273.832	320.566	268.524
0	0	0	0	0	0	0	0	0	0	0	0
337.83	438.897	361.417	279.987	307.954	246.271	349.449	329.889	349.06	358.686	353.514	364.659
181	157	163	140	183	185	302	233	269	248	302	311
0.589176	0	0	0	0	0	0	0	0	0	0	0
58.5293	77.5945	64.437	219.092	97.8408	136.66	2.87223	55.1786	124.335	66.7809	175.12	109.829
99.9038	66.0221	70.9444	55.2284	84.2522	95.103	103.849	70.3035	52.9811	89.1711	80.9413	83.2284
1	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	5.67586	0	2.35035	0	2.83025	0
86.4874	68.7732	79.8324	42.4087	53.1832	57.9031	77.954	74.7344	59.1199	71	72	82.5023
19.8744	9.50416	19.1948	34.7414	33.7049	28.7174	12.8071	21.4437	16.2017	19.6923	11.9302	20.1229
36.4777	44.4022	43.6766	47.1485	11.044	71.3712	53.3362	16.3338	46.514	47.9572	34.3142	42.508
0	0	0	0	0	0	0	0	0	0	0	0
298.556	299.652	287.298	362.328	370.33	334.514	349.19	378.851	368.781	276.093	359.279	358
25.8221	28.4255	79.2005	77.4105	211.124	66.3913	34.6512	21.2326	68.176	12.7921	101.392	87.0855
779.386	1128.53	1012.63	749.767	805.912	716.007	850.271	841.196	683.88	978.116	853.837	952.636
63.3297	50.1486	53.9507	34.1884	21.2533	40.6698	54.7448	59.5761	66.0321	69.3024	41.0905	36.1421
77.24	102.968	125.962	81.3965	87.2273	108.584	123.092	55.0082	95.6651	67.56	77.7091	47.6732
180.181	107.036	5.65731e-08	2.62279e-07	113.197	0	58.4643	127.807	1.35335e-07	53.4092	53.5116	1.12238e-06
148.017	126.905	95.0944	237.052	150.64	191.984	125.169	136.639	181.03	69.0177	98.5102	140.8
108.576	67.3637	80.0188	114.254	39.7471	95.2636	93.0012	4.76491	58.5592	98.6504	61.537	26.8821
20.7057	26.5376	27.098	9.81215	14.0018	8.95924	18.5726	10.4779	15.3163	11.9704	7.12958	9.6857
128.696	124.615	89.7371	107.683	108.933	99.2379	134.479	120.54	103.467	86.9071	65.103	80.0824
118.532	165.114	151.623	120.012	126.419	124.06	206.929	205.703	191.62	259.625	276.292	277.242
3	3	3	0	0	0	9	11	7	1	0	0
125.874	94.8385	114.452	109.883	134.528	147.279	134.882	123.558	155.634	102.729	111.315	120.351
195.232	222.889	190.202	323.57	317.002	291.364	236.295	272.579	233.491	347.241	296.58	287.093
0	0	0	0	0	0	0	0	0	0	0	0
1	4	3	0	1	0	1	0	0	0	0	0
73.1676	64.1364	70.4989	143.272	122.229	111.956	87.9787	77.5106	88.1449	131.377	165.033	120.044
0	0	0	0	0	0	0	0	0.675881	0	0	0
133.233	132.241	127.442	87.2646	74.4879	81.1063	149.344	170.956	160.596	101.628	108.792	98.1575
6.18145	0	2.00828	1.00566	2	2.01475	3.00027	1.00623	3.0163	1.0022	2.00181	1.00621
2073.59	2324.61	2094.95	3684.45	3468.57	3283.57	2256.82	2140.48	2415.22	2008.63	2140.22	1969
155.607	221.232	217.708	155.189	195.323	174.712	224.754	154.738	229.689	142.846	137.806	123.139
46.45	84.7419	75.1282	81.4376	56.2625	77.6207	105.099	96.5512	92.0536	81.2542	69.7144	49.7234
1	0	0	0	0	0	0	0	0	0	0	0
2	1	1	0	0	0	3	3	0	0	0	1
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
145.753	153.673	124.535	163.226	162.865	108.393	83.8698	103.885	106.402	89.6368	71.9098	82.5689
432.246	487.643	536.972	195.522	206.454	185.872	366.444	339.26	328.476	263.499	271.411	247.623
0	8.81542	25.6726	0	8.84024	0.00847915	20.4451	20.3228	36.9507	23.4401	15.3882	15.3586
0	0	0	0	0	0	0	0	0	0	1	0
51.9662	89.2302	51.1818	56.9306	95.0909	30.6998	66.0412	97.0847	82.0312	0	0	3.98945
9.04049	13.0236	9.7043	6.79004	4.00585	7.36679	10.1407	3.33972	8.93129	6.00727	4.00272	9.00667
0	0	0	0	0	0	0	0	0	0	0	0
114.961	87.2583	99.1321	90.1939	51.5027	77.0899	85.0334	70.1266	97.8986	57.2191	54.7751	79.7992
0	29.0491	0	0	0	0	0	0	9.23909	0	13.5039	27.0494
27.511	0	19.9766	5.09779	5.89491	4.90065	39.8071	44.6417	27.0246	18	0	11.4636
200.933	381.368	534.896	393.034	349.396	526.669	368.015	457.711	549.137	323.019	365.442	312.138
17.5087	0	0	0	0	0	0	2.80076	3.11614e-08	2.5688e-08	0	0
42.7237	83.3542	99.342	17.1805	52.4104	38.1448	45.5499	33.6861	31.7632	29.3236	41.8363	31.4348
0	3	1	0	0	0	1	0	0	1	0	0
2.04538	0	2.64512	3.03987	0	2.00848	0	0	0	0	0	0
623.503	640.242	611.771	686.01	567.176	673.41	517.408	551.859	630.353	519.769	526.726	496.049
319.469	349.649	289.536	300.757	269.058	307.327	517.435	446.582	546.315	585.512	472.573	481.327
206.349	210.688	257.435	267.713	221.642	300.741	262.827	279.095	292.745	269.71	298.131	258.109
105.489	102.627	127.902	97.2149	99.1662	137.689	142.33	120.586	115.577	138.278	100.214	94.8784
46.4788	74.1125	23.4087	66.2457	94.4166	132.519	83.7451	8.20401	32.0743	17.6455	66.2434	43.2994
338.94	399.593	314.801	670.387	617.358	702.756	361.722	344.634	400.863	643.185	666.243	706.56
3.18741	3.55743	2.21405	1.06437	2.62742	3.19845	4.21257	2.14295	3.18595	2.14055	4.17015	5.26085
837.981	756.717	901.771	969.797	1029.92	1034.99	768.69	848.713	853.261	895.337	886.224	903.518
0	0	1	0	0	0	0	0	0	0	0	0
3.0037	3.0041	0	1.00144	1.00133	0	0	0	0	1.00131	0	1.00137
0	0	0	0	0	0	0	0	0	0	0	0
17.4881	16.4613	21.2476	59.0553	38.7719	67.0191	84.8082	82.3236	68.1767	170.438	163.735	109.833
135.221	144.731	107.767	151.535	160.667	157.839	164.874	153.821	156.115	130.238	156.723	154.968
200.615	124.557	193.175	250.288	301.009	212.925	255.052	214.236	379.924	263.016	315.538	282.23
0	0	2	0	0	0	1	0	0	0	1	1
139.491	188.806	216.941	208.807	161.08	186.605	207.211	223.949	217.993	267.652	262.617	212.367
0	1	0	0	0	0	0	0	0	0	0	0
568	486.282	530.368	556.73	450.582	637.883	534.158	521.291	518.985	530.625	485.319	491.521
106.632	82.1179	65.4665	60.7544	60.7584	106.508	111.119	81.3924	125.741	105.099	123.814	129.601
2.00427	2.00578	0	0	2.00411	0	1.01215	0	2.01084	0	1.01861	0
0	0	0	0	0	0	0	0	0	0	0	0
1813.05	1940.86	1825.48	3165.22	3156.64	2990.73	1825.74	1812.3	1894.19	1919.26	1936.17	1960.87
1.00063	5.04626	4.00111	1.00026	2	4.08433	2.05577	0	1.01466	0	0	0
0	10.3288	0	10.356	12.0075	13	24	0	0	0	0	7
1088.78	1130.35	1200.3	1499.85	1738.85	1416.79	1666.3	1554.14	1378.21	2405.22	1977.67	1832.16
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
2779.87	3557.99	2931.81	3309.88	3197.25	2591.58	4112.4	3529.08	3725.01	4026.36	5004.81	5850.83
4.83454	6	7.76926	8	10	8	9.77462	10	8	13.7922	11.7488	10.4594
401.132	488.948	441.912	238.472	257.243	374.249	406.335	329.325	233.712	279.897	341.252	266.147
87.5879	0	50.8602	16.4129	13.4	30.3739	0	0	38.5377	58.6269	0	13.4706
0	0	0	0	0	0	0	0	0	0	0	0
80.5766	73.7413	77.9563	120.602	142.506	113.633	102.83	87.9472	98.0285	127.187	109.893	107.766
5.35093	3	3	1.79662	1	10.724	5.39863	5.40891	12.5624	11	12.5423	8.96084
1046	945	972	1055	989	1018	931	963	932	767	778	718
3.07791	8	2	4	5	3	4	2	3.16567	2	6.15093	3
0	0	0	0	0	0	0	0	0	0	0	0
295.663	280.377	253.681	392.39	449.999	396.909	336.894	354.993	335.544	407.966	390.655	407.157
341.568	270.991	241.844	400.432	314.417	450.326	357.66	359.769	358.636	350.41	346.506	352.482
514.958	369.189	147.428	127.008	388.359	376.011	535.776	351.054	244.679	147.847	327.488	399.165
5193.25	5639.34	4831.17	7762.9	7274.08	7073.65	6605.02	6161.86	6436.91	7058.19	6944.75	6575.02
446.579	434.821	464.67	669.763	619.635	673.458	491.291	407.815	526.15	562.366	446.439	424.069
99.46	85.4808	63.6847	63.362	111.497	93.5245	55.4872	67.2833	87.0148	49.0467	94.5353	50.6171
0.269395	0.0852544	0	0	0.0863315	0	0	0.109722	0.0951964	0.219227	0.452757	0.114029
413.971	377.633	439.645	760.436	690.165	1189.73	525.029	501.389	667.464	1435.33	1298.34	1323.92
0	0	0	0	0	0	0	0	0	0	0	0
2.49259	4.38716	7	0	0	0	7.49488	7.49853	2.49655	0	0	2.49567
4	16	16	3	1	5	9	3	6	2	3	6
0	0	0	0	0	0	0	0	0	0	0	0
17	13	21	6	7	6	4	6	8	4	1	3
2.16102	0	0	0	7.23844	2.13369	0	4.43844	2.35312	0	0	0
22.8689	37.1759	23.1582	32.174	22.1489	24.2714	16.3322	27.9178	27.5933	33.3674	25.1901	20.8983
0	2.06169	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
428.369	418	380.544	576.774	517.94	543	356.589	333	342.888	329	314.478	297.179
0	0	0	0	0	0	0	0	0	0	0	0
0	4.2303	9.8966	7.88408	14.0761	0	8.36799	4.40559	16.2845	20.5741	7.58317	3.86839
356.578	483.37	457.601	332.506	315.313	420.227	289.411	358.931	415.539	356.906	375.121	371.952
475	498	495	566	531	433	477	483	435	352	319	294
0	0	1	0	0	0	0	0	0	0	0	0
42.068	43.4376	39.6089	34.7069	38.9262	30.3942	40.8407	19.3064	35.0486	20.1452	14.8365	24.0893
173.452	112.924	151.526	109	101	91.8472	113.581	66.6952	143.831	112.915	114	85.48
30.7667	46.74	44.9047	40.4782	48.5748	61.6189	60.87	20.2986	62.9065	60.712	74.3348	56.1478
233.137	220.803	269.941	237.322	242.979	240.774	192.79	235.483	251.305	216.744	182.188	173.673
7.70499	0	10.5138	0	0	0	0	3.23215	0	0	1	0
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
234	281	270	264	200	254	261.745	296	316	236	230	215
1039.7	1018.23	962.993	664.531	598.537	798.054	695.187	637.112	732.565	592.328	639.412	603.219
0	0	0	0	0	0	9.01016	0	0	0	0	0
43.9897	71.8256	55.1172	43.1684	38.2265	37.1814	46.3076	68.9869	74.2086	92.5588	110.493	75.249
2944	3461	3288	3174	3986	3965	3013	2990	3030	5347	4701	4943
1.33144	2.33358	2.28545	0	1.2136	1	1.00087	0	0	1	0	0
4.03907	2.01742	2.70415	4.14471	1.0206	1.01574	5.05308	4.00367	3.02948	1.06312	2.48647	5.12343
382.238	335.384	273.294	328.034	302.212	373.842	281.812	225.913	217.506	209.36	212.068	196.142
7.68469e-05	22.3828	30.9267	1.91027	0	0	4.57526e-05	0	5.4122	0	0	1.63609
0	0	0	0	0	0	4.53601	0	1.21749	1.15752	1.1875	5.83634
0	0	0	0	0	0	0	0	1.3103	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0	1	1	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0.000286514	0.00199073
0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	0	0	0	1	1	0	0	0	0
0	6.22195	0	0	0.00243783	0	0	0	0.0133598	0	0	0
513.248	582.749	519.37	419.636	385.89	427.471	507.556	436.122	314.201	417.236	249.244	223.78
2	5	2	0	2	0	0	3	1	0	2	2.00722
417.258	470.762	447.33	646.989	626.81	671.389	505.487	542.9	505.642	527.376	568.674	504.351
260.18	259.375	263.852	298.077	317.341	326.408	400.21	330.249	438.056	463.216	441.187	494.5
0	0	2	0	0	0	0	0	0	0	0	0
526.186	515.233	498.689	528.875	466.818	604.798	479.517	497.197	571	489.015	444.547	424.876
16.8736	22.6405	20.8815	19.5033	23.165	14.827	16.8984	12.7306	9.57337	3.08128	11.0003	7.3229
495.488	459.483	361.743	412.662	397.487	367.201	453.693	468.014	602.018	318.807	452.383	342.427
253.737	135.258	171.964	274.628	144.872	269.019	226.612	191.734	251.415	178.505	206.271	254.788
0	0	0	0	0	0	0	0	0	0	0	0
375.693	373.768	292.74	411.166	510.739	452.432	376.13	283.96	299.841	446.706	375.797	361.237
2.31601	3	2.34632	1	4	1	1	2.9451	1.13252	2.08577	1.05255	0
785.624	954.335	687.67	736.87	717.012	748.626	812.09	767.396	771.615	705.485	597.534	632.749
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0.0121381	0	0	0	1.64893	0	0	0	8.14039	0
